reviews,category
did not want me to get on the plane with that,['Aircraft Maintenance']
pay for baggage that i had already paid for,['Baggage Policies']
forcing me to buy a new ticket,['Ticket Booking & Pricing']
shameless company,['Brand Reputation']
refused to cover any costs,['Value for Money']
airline was profoundly disappointing,"['Cabin Environment', 'Boarding Process']"
deeply frustrating experience,['In-flight Experience']
light snack and water provided,['Food & Beverages']
terrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
service friendly and professional,"['Staff Behaviour', 'In-flight Experience']"
one of the worst,['Brand Reputation']
canceled flight and no refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
airline is a headache,"['Cabin Environment', 'Boarding Process']"
avoid at all costs!,"['Value for Money', 'Brand Reputation']"
worst airline i've taken,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
aircraft over half empty,"['Cabin Environment', 'Aircraft Maintenance']"
the service is disgusting,"['Staff Behaviour', 'In-flight Experience']"
onboard service was very satisfactory,"['Staff Behaviour', 'In-flight Experience', 'Miscellaneous']"
ticket had a zero luggage allowance,"['Baggage Policies', 'Ticket Booking & Pricing']"
flight was smooth and on time,['Punctuality']
the crew showed how untrained they are,"['Staff Behaviour', 'In-flight Experience']"
ticket price was reasonable,"['Value for Money', 'Ticket Booking & Pricing']"
very bad service,"['Staff Behaviour', 'In-flight Experience']"
genuine service,"['Staff Behaviour', 'In-flight Experience']"
still waiting in the bridge,"['Punctuality', 'Boarding Process']"
delayed for 26 hours,['Punctuality']
refused any compensation,['Compensation & Refund']
a very nice experience,['In-flight Experience']
customer service is terrible,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
wrongly denied boarding,"['Flight Cancellation', 'Compensation & Refund', 'Boarding Process']"
crew was eager to help,"['Staff Behaviour', 'In-flight Experience']"
disaster customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
unreasonably small sizes for hand luggage,['Baggage Policies']
problem is baggage allowance,['Baggage Policies']
read the rules and conditions,"['Aircraft Maintenance', 'Process & Policy']"
staff were impolite to me,['Staff Behaviour']
attendant said gate closed,['Staff Behaviour']
take any other airline,"['Cabin Environment', 'Boarding Process']"
i expected better service,"['Staff Behaviour', 'In-flight Experience']"
all in all a nice experience,['In-flight Experience']
ground staff were the problem,['Staff Behaviour']
still haven't given my family a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
told no service dog was on record,"['Staff Behaviour', 'Aircraft Maintenance', 'In-flight Experience']"
pleasant crew,"['Staff Behaviour', 'In-flight Experience']"
disappointing check-in experience,"['Boarding Process', 'In-flight Experience']"
overall good experience,['In-flight Experience']
more like a bus service,"['Staff Behaviour', 'In-flight Experience']"
non existent customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
its a really good experience,['In-flight Experience']
a very bad experience,['In-flight Experience']
the worst customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
no water. no food. no apologies,"['Food & Beverages', 'In-flight Experience']"
it is a nightmare airline,"['Cabin Environment', 'Boarding Process']"
disgrace to their wonderful country,['Brand Reputation']
delayed 2.5 hours,['Punctuality']
major delays at both airports,"['Punctuality', 'Cabin Environment']"
was great value for money,['Value for Money']
do not book with this airline!,"['Cabin Environment', 'Boarding Process']"
absolutely delightful experience,['In-flight Experience']
awful experience all round,['In-flight Experience']
comfortable great service,"['Seat Comfort', 'Staff Behaviour', 'In-flight Experience']"
flight was comfortable,"['Seat Comfort', 'In-flight Experience']"
staff on board were amazing,['Staff Behaviour']
i had an amazing experience,['In-flight Experience']
avoid flying with them,['Brand Reputation']
aircraft is from 1990,"['Cabin Environment', 'Aircraft Maintenance']"
very disappointing inflight service,"['Staff Behaviour', 'In-flight Experience']"
totally unfair and unacceptable,['Cabin Environment']
really regret booking with qantas,['Ticket Booking & Pricing']
more like a budget carrier,['Value for Money']
a great experience,['In-flight Experience']
got charged $600 excess baggage,['Baggage Policies']
cabin crew really good,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
a comfortable flight,"['Seat Comfort', 'In-flight Experience']"
cabin service was excellent,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
cabin was unbearably cold,"['Cabin Environment', 'Aircraft Maintenance']"
indigo service not up to expectations,"['Staff Behaviour', 'In-flight Experience']"
very consistent service,"['Staff Behaviour', 'In-flight Experience']"
service was spot on,"['Staff Behaviour', 'In-flight Experience']"
top quality crew,"['Staff Behaviour', 'In-flight Experience']"
impressed with the service,"['Staff Behaviour', 'In-flight Experience']"
excellent and amazing value,['Value for Money']
delayed and i missed connection,"['Punctuality', 'Wi-Fi & Connectivity']"
give away your seat,['Seat Comfort']
overall experience was fantastic,"['In-flight Experience', 'Miscellaneous']"
issues with last minute delays,['Punctuality']
delayed with no explanation,['Punctuality']
was never on time,['Punctuality']
worst experience of my life,"['Brand Reputation', 'In-flight Experience']"
the worst experience ever,"['Brand Reputation', 'In-flight Experience']"
should improve their service attitude,"['Staff Behaviour', 'In-flight Experience']"
terrible experience,"['Brand Reputation', 'In-flight Experience']"
worst possible support staff,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'Accessibility Needs']"
seats were good pitch,['Seat Comfort']
"it got hotter, and hotter",['Cabin Environment']
it was so hot on board,['Cabin Environment']
very pleased with the experience,['In-flight Experience']
thank you for refunding my ticket,"['Ticket Booking & Pricing', 'Compensation & Refund']"
one of the best flying experiences,['In-flight Experience']
consistently delayed,['Punctuality']
commend flight attendant georgia,['Staff Behaviour']
incredible service,"['Staff Behaviour', 'In-flight Experience']"
most reliable airline,"['Cabin Environment', 'Boarding Process']"
excellent customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
a truly great experience,['In-flight Experience']
personal and professional service,"['Staff Behaviour', 'In-flight Experience']"
experience really was good,['In-flight Experience']
great experience,['In-flight Experience']
totally not worth it,['Value for Money']
"great service, nice food","['Food & Beverages', 'Staff Behaviour', 'In-flight Experience']"
no complaints about rossiya,"['Customer Service', 'Brand Reputation']"
friendly staff won me over,['Staff Behaviour']
comfortable seats,"['Seat Comfort', 'In-flight Experience']"
customer service is 0/10,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
a great experience with ram,['In-flight Experience']
luggage has still not been identified,['Baggage Policies']
seat not cleaned,"['Seat Comfort', 'Hygiene']"
such poor customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
not resolving lost luggage issues,['Baggage Policies']
worst customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
i did not accept this compensation,['Compensation & Refund']
disappointing experience,['In-flight Experience']
very bad experience,['In-flight Experience']
excellent service,"['Staff Behaviour', 'In-flight Experience']"
deeply appreciate his assistance,"['Staff Behaviour', 'Customer Service', 'Accessibility Needs']"
exceptional assistance,"['Staff Behaviour', 'Customer Service', 'Accessibility Needs']"
cabin service is outstanding,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
best airline i have flown,"['Cabin Environment', 'Boarding Process']"
crew disinterested,"['Staff Behaviour', 'In-flight Experience']"
regret spending money on this upgrade,['Ticket Booking & Pricing']
it has become a budget carrier,['Value for Money']
disorganization and poor service,"['Staff Behaviour', 'In-flight Experience']"
will never book with this airline again,"['Cabin Environment', 'Boarding Process']"
a good experience,['In-flight Experience']
they changed my departure date,['Ticket Booking & Pricing']
leaving the tickets as credit,['Ticket Booking & Pricing']
flight staff are friendly,['Staff Behaviour']
service impeccable,"['Staff Behaviour', 'In-flight Experience']"
delay after delay,['Punctuality']
catering faultless,['Food & Beverages']
extremely good value for money,['Value for Money']
delayed kigali to london by 11 hours,['Punctuality']
interior of aircraft was very worn,"['Cabin Environment', 'Aircraft Maintenance']"
"seats were nice, but very cramped",['Seat Comfort']
worst experience ever,"['Brand Reputation', 'In-flight Experience']"
not worth the hassle,['Value for Money']
made me pay for my baggage,['Baggage Policies']
love ryanair efficiency,['Cabin Environment']
experience was beyond shocking,['In-flight Experience']
does not do refunds or credits,"['Ticket Booking & Pricing', 'Compensation & Refund']"
€37 to check in the cabin bag,['Cabin Environment']
the tickets are so overpriced,"['Value for Money', 'Ticket Booking & Pricing']"
"excellent service, thank you!","['Staff Behaviour', 'In-flight Experience']"
the worst airline in russia,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
left at alicante airport,['Cabin Environment']
good value for money,['Value for Money']
very good experience,['In-flight Experience']
not allow my hand luggage,['Baggage Policies']
slow on board service,"['Staff Behaviour', 'Wi-Fi & Connectivity', 'Boarding Process', 'In-flight Experience']"
"no staff, no explanation",['Staff Behaviour']
customer service is no existent,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
no reason given for flight delay,['Punctuality']
told to book another flight,['Aircraft Maintenance']
excellent customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
crews were friendly,"['Staff Behaviour', 'In-flight Experience']"
safi airways are terrible,"['Cabin Environment', 'Brand Reputation']"
very bad experience,['In-flight Experience']
provides almost nothing as a service,"['Staff Behaviour', 'In-flight Experience']"
a disappointing experience,['In-flight Experience']
rude and arrogant flying staff,['Staff Behaviour']
expensive and terrible experience,"['Value for Money', 'Brand Reputation', 'In-flight Experience']"
