reviews,category
one of the most poorly run airlines,"['Cabin Environment', 'Boarding Process']"
i was very pleasantly surprised,['Miscellaneous']
they have no shame,['Brand Reputation']
"rude, uninterested staff",['Staff Behaviour']
wifi was pretty fast,['Wi-Fi & Connectivity']
not received check-in luggage,"['Baggage Policies', 'Boarding Process']"
horrible service,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
ignore any attempts get a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
there's no compensation,['Compensation & Refund']
impossible to contact customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
this is ridiculous,['Miscellaneous']
service on board was non-existent,"['Staff Behaviour', 'In-flight Experience']"
worst airline i have ever flown,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
worst airline there is,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
i don't suggest taking lion air,['Cabin Environment']
6 out of 6 booked flights had some issue,['Miscellaneous']
terrible if you are requesting a refund,"['Ticket Booking & Pricing', 'Compensation & Refund', 'Brand Reputation']"
very poor customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
this is a great service,"['Staff Behaviour', 'In-flight Experience']"
not book with this airline again,"['Cabin Environment', 'Boarding Process']"
absolute nightmare,['Miscellaneous']
avoid this company at all costs,"['Value for Money', 'Brand Reputation']"
all staff were very helpful,['Staff Behaviour']
cabin was extremely friendly and welcoming,['Cabin Environment']
the service was reasonably good,"['Staff Behaviour', 'In-flight Experience']"
a total absence of customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
11 hours delay and cancellation,"['Punctuality', 'Ticket Booking & Pricing', 'Flight Cancellation']"
return flight was a nightmare,['Miscellaneous']
beyond disappointing,['Miscellaneous']
do not care about customer satisfaction,['Miscellaneous']
110€ to check in another bag,['Miscellaneous']
the seats were horrible,"['Seat Comfort', 'Brand Reputation']"
avoid them at all costs,"['Value for Money', 'Brand Reputation']"
not fly with them again,['Miscellaneous']
very nice and smiling crew,"['Staff Behaviour', 'In-flight Experience']"
seats lot still offers have a fatal flaw,['Seat Comfort']
avoid lot at all cost,"['Value for Money', 'Brand Reputation']"
great little airline,"['Cabin Environment', 'Boarding Process']"
wonderful regional airline,"['Cabin Environment', 'Boarding Process']"
almost 160 dollars excess baggage fee,['Baggage Policies']
what a disappointing experience,['In-flight Experience']
not given me a cent of reimbursement,['Compensation & Refund']
still get the same amenities,['Miscellaneous']
what a finishing touch,['Miscellaneous']
i have received nothing,['Miscellaneous']
they don't have alternative flights,['Miscellaneous']
no-service experience,"['Staff Behaviour', 'In-flight Experience']"
wi-fi never worked,['Miscellaneous']
they would not cover the full amount,['Miscellaneous']
service was very poor,"['Staff Behaviour', 'In-flight Experience']"
very messy travel company,['Hygiene']
it’s just the worst,['Brand Reputation']
not customer obsessed,['Miscellaneous']
low cost service at premium prices,"['Staff Behaviour', 'Value for Money', 'Ticket Booking & Pricing', 'In-flight Experience']"
bad experience and rude attitude,"['Staff Behaviour', 'In-flight Experience']"
i was impressed,['Miscellaneous']
they won’t give me my money back,['Compensation & Refund']
very bad customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
terrible experience,"['Brand Reputation', 'In-flight Experience']"
its not comfortable. ryanair standards,"['Seat Comfort', 'Cabin Environment', 'In-flight Experience']"
lack of customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
most disappointing airline experience,"['Cabin Environment', 'Boarding Process', 'In-flight Experience']"
charged $120 for a small carry on,['Miscellaneous']
no longer a ‘low cost’ airline,"['Value for Money', 'Cabin Environment', 'Boarding Process']"
they will not give me any refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
we loved lynx!,['Miscellaneous']
horrible experience,"['Brand Reputation', 'In-flight Experience']"
charging people 150$ for a carry on,['Miscellaneous']
terrible experience,"['Brand Reputation', 'In-flight Experience']"
we will not use lynx air ever again,['Cabin Environment']
give mack air a fine rating,['Cabin Environment']
excellent service onboard,"['Staff Behaviour', 'In-flight Experience']"
what an absolute pleasure,['Miscellaneous']
felt like flying in the old days,['Aircraft Maintenance']
the service and amenities were unbelievable for such a short flight,"['Staff Behaviour', 'In-flight Experience']"
"efficient, helpful and friendly",['Staff Behaviour']
best airline in iran,"['Cabin Environment', 'Boarding Process']"
the seating was very impressive,['Seat Comfort']
consider to fly this airline again ,"['Cabin Environment', 'Boarding Process']"
seats large and comfortable,"['Seat Comfort', 'In-flight Experience']"
service friendly and efficient,"['Staff Behaviour', 'In-flight Experience']"
overall a good flight,['Miscellaneous']
now probably the worst in the world,['Brand Reputation']
"my seat was filthy, uncleaned","['Seat Comfort', 'Hygiene']"
luggage is left on the tarmac,['Baggage Policies']
no idea where our bags are,['Miscellaneous']
never recommend this airline,"['Cabin Environment', 'Boarding Process']"
underestimated their incompetence,['Miscellaneous']
i would not fly them again,['Miscellaneous']
flight was surprisingly good,['Miscellaneous']
very impressed,['Miscellaneous']
fly with a different airline,"['Cabin Environment', 'Boarding Process']"
no airline staff at immigration,"['Staff Behaviour', 'Cabin Environment', 'Boarding Process']"
cabin crew were good,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
"pleased with the extra 36"" legroom seats",['Seat Comfort']
a slightly underwhelming flight,['Miscellaneous']
highly recommend the airline,"['Cabin Environment', 'Boarding Process']"
i could not board with two items,['Miscellaneous']
good experience with malaysia airlines,"['Cabin Environment', 'Boarding Process', 'In-flight Experience']"
a great couple of flights,['Miscellaneous']
friendly cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
haven't paid me the money they owe me,['Miscellaneous']
a tad disappointing,['Miscellaneous']
on-board experience is a let down,['In-flight Experience']
delayed flight for almost 2 hours,['Punctuality']
maldivian has a long way to go,['Miscellaneous']
flight attendants were helpful,['Staff Behaviour']
this is ridiculous,['Miscellaneous']
waste of money and service,"['Staff Behaviour', 'In-flight Experience']"
friendly attentive staff,['Staff Behaviour']
don't expect any luxurious features,['Miscellaneous']
would not recommend,['Miscellaneous']
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
disappointed with the service,"['Staff Behaviour', 'In-flight Experience']"
refused to give me a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
crew made a good first impression,"['Staff Behaviour', 'In-flight Experience']"
this issue remains unsolved after 4 months plus,['Miscellaneous']
malmo aviation customer review,['Miscellaneous']
malmo aviation customer review,['Miscellaneous']
malmo aviation customer review,['Miscellaneous']
malmo aviation customer review,['Miscellaneous']
malmo aviation customer review,['Miscellaneous']
malmo aviation customer review,['Miscellaneous']
malmo aviation customer review,['Miscellaneous']
malmo aviation customer review,['Miscellaneous']
malmo aviation customer review,['Miscellaneous']
seat is comfortable and wide,"['Seat Comfort', 'In-flight Experience']"
was a pleasant experience,['In-flight Experience']
be wary of luggage scales,['Baggage Policies']
will only give me credit,['Miscellaneous']
the most unprofessional people,['Staff Behaviour']
i will never fly mango again,['Miscellaneous']
6 hour delay without any warning,['Punctuality']
their staff have no empathy,['Staff Behaviour']
no sense of customer centricity,['Miscellaneous']
it is unfair what mango did to us,['Cabin Environment']
the attitude from the flight attendants were disgusting,['Staff Behaviour']
this is the most unhelpful airline,"['Staff Behaviour', 'Cabin Environment', 'Boarding Process']"
 no communication about 30 mins flight dela,['Miscellaneous']
very friendly cabin,['Cabin Environment']
service was excellent,"['Staff Behaviour', 'In-flight Experience']"
perfect short and comfortable flight,"['Seat Comfort', 'In-flight Experience']"
hard product is pretty new,['Miscellaneous']
never been on such dirty planes ,"['Hygiene', 'Aircraft Maintenance']"
would only offer usage of our tickets for a 2 year period,['Ticket Booking & Pricing']
1950’s era third world airline,"['Cabin Environment', 'Boarding Process']"
worst customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
never going to fly them again,['Miscellaneous']
"attentive and polite cabin crew""
","['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
flight was still delayed,['Punctuality']
flight was delayed by 15 hours,['Punctuality']
avoid this airline at all costs,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
never consider flying meridiana,['Miscellaneous']
i was pleasantly surprised,['Miscellaneous']
staff were pleasant and efficient,['Staff Behaviour']
not an airline i can recommend,"['Cabin Environment', 'Boarding Process']"
service onboard was good,"['Staff Behaviour', 'In-flight Experience']"
do not book with meridiana,['Miscellaneous']
a big dissapointment from the airline,"['Cabin Environment', 'Boarding Process']"
we were quite happy with miat,['Miscellaneous']
feel like i got totally scammed,['Miscellaneous']
is in need of an overhaul,['Miscellaneous']
don’t use inflight entertainment,"['Inflight Entertainment', 'In-flight Experience']"
ok but not worth raving about,['Value for Money']
quality of flight is very bad,['Miscellaneous']
most miserable flying experience,['In-flight Experience']
miat mongolian airlines customer review,"['Cabin Environment', 'Boarding Process']"
ground staff very disorganized,['Staff Behaviour']
crew were friendly and polite,"['Staff Behaviour', 'In-flight Experience']"
mea has failed miserably,['Miscellaneous']
lack of communication from the cockpit,['Miscellaneous']
i had to adjust all of my arrangements,['Miscellaneous']
i will never travel them again,['Miscellaneous']
overall experience was bad,"['In-flight Experience', 'Miscellaneous']"
